Name,Sex,Event,Equipment,Division,WeightClassKg,Squat1Kg,Bench1Kg,Deadlift1Kg,ProjectedTotal
Ngai Chung Lee,M,SBD,Raw,Juniors,83,162.5,102.5,220.0,485.0
Grace Bartel,F,SBD,Single-ply,Masters 2,52,45.0,37.5,-75.0,7.5
Anna Antonia Papapicco,F,SBD,Raw,Masters 1,57,105.0,57.5,142.5,305.0
Benjamin Weddle,M,SBD,Raw,MR-O,105,190.0,135.0,197.5,522.5
Federico Rossi,M,SBD,Raw,Junior,93,180.0,120.0,190.0,490.0
Aaron Gonzalez,M,SBD,Raw,MR-Jr,120,185.0,125.0,207.5,517.5
Pammy Yates,F,SBD,Raw,Open,84+,130.0,77.5,170.0,377.5
Tushar Morabkar,M,SBD,Raw,MR-O,93,162.5,115.0,180.0,457.5
Jan Mestari,M,SBD,Raw,Open,120,-255.0,-175.0,-260.0,-690.0
David Lester #1,M,SBD,Raw,MR-M1,74,-137.5,-102.5,182.5,-57.5
Kévin Denouille,M,SBD,Raw,Seniors,74,-175.0,112.5,190.0,127.5
Richard Pearson,M,SBD,Single-ply,M-JV,60,72.5,-62.5,125.0,135.0
Kiyoshi Casey,M,SBD,Single-ply,M-C,83,202.5,95.0,185.0,482.5
Alexandre Barsanti,M,SBD,Raw,Juniors,93,215.0,165.0,-230.0,150.0
Igor Parakhin,M,SBD,Single-ply,Open,74,-240.0,135.0,230.0,125.0
Thomas Opatz,M,SBD,Raw,MR-V,75,102.5,70.0,142.5,315.0
Kim Andre Vigemyr,M,SBD,Single-ply,Juniors 19-23,74,100.0,110.0,160.0,370.0
Bryan Sledge,M,SBD,Raw,MR-C,83,125.0,97.5,195.0,417.5
Niccolò Chessa,M,SBD,Single-ply,Junior,66,230.0,142.5,220.0,592.5
Stéphane Balade,M,SBD,Raw,Masters 2,93,-182.5,117.5,225.0,160.0
Aaron Cooper #1,M,SBD,Raw,M-C-Open,105,235.0,145.0,245.0,625.0
Loic Maerschalcke,M,SBD,Raw,Sub-Juniors,66,150.0,90.0,165.0,405.0
Elisa Ahonen,F,SBD,Raw,Under 20,57,77.5,42.5,115.0,235.0
Daniil Kolpakov,M,SBD,Single-ply,Open,83,-210.0,155.0,230.0,175.0
Hideki Da Silva,M,SBD,Raw,Open,93,215.0,130.0,260.0,605.0
Jillian Whiting,F,SBD,Raw,FR-T1,72,70.0,42.5,105.0,217.5
Hari Singh Cheema,M,SBD,Raw,M-C-M3,74,160.0,100.0,180.0,440.0
Juan Mughabi de Matos,M,SBD,Raw,Open,93,175.0,-95.0,205.0,285.0
Florian Dietmayr,M,SBD,Raw,Open,105,215.0,137.5,215.0,567.5
Gonzalez Martinez Yanira,F,SBD,Raw,SBJ,57,75.0,-40.0,95.0,130.0
Alexan Cinar,M,SBD,Raw,MR-V,105,165.0,-102.5,142.5,205.0
Mitsugu Hachisu,M,SBD,Raw,Open,66,162.5,115.0,182.5,460.0
Thibault Bacq,M,SBD,Raw,Open,120,125.0,75.0,125.0,325.0
Jay Ward #1,M,SBD,Raw,MR-T3,93,127.5,100.0,155.0,382.5
Yuval Bar,M,SBD,Single-ply,Open,82.5,160.0,180.0,180.0,520.0
Faye Jordan,F,SBD,Raw,FR-O,69,85.0,67.5,130.0,282.5
Harry Lam,M,SBD,Raw,MR-O,105,187.5,125.0,215.0,527.5
Gianluca Lorenzetti,M,SBD,Raw,Open,105,185.0,105.0,200.0,490.0
Mathias Kneißl,M,SBD,Single-ply,Open,105,170.0,140.0,180.0,490.0
Eoin Fagan,M,SBD,Raw,MR-O,93,185.0,130.0,235.0,550.0
Marko Justinić,M,SBD,Raw,Sub-Juniors,74,180.0,100.0,-215.0,65.0
Matěj Juračko,M,SBD,Raw,Open,120+,240.0,120.0,220.0,580.0
Valerie Warmuth,F,SBD,Raw,FR-O,84,112.5,40.0,137.5,290.0
Maxim Zavodskov,M,SBD,Raw,MR-T,120+,112.5,70.0,135.0,317.5
Paul Campbell #1,M,SBD,Single-ply,M-E-Open,83,240.0,165.0,240.0,645.0
Victor Sandru,M,SBD,Raw,MR-O,93,225.0,160.0,257.5,642.5
Meredith Gran,F,SBD,Raw,FR-O,63,80.0,57.5,90.0,227.5
Sebastian Petry,M,SBD,Raw,Juniors,83,127.5,97.5,175.0,400.0
Gabriel Murrieta,M,SBD,Raw,MR-M1,93,-115.0,117.5,182.5,185.0
Volodimir Uhach,M,SBD,Single-ply,Open,90,-300.0,217.5,290.0,207.5
Joseph Morris,M,SBD,Raw,MR-JV,83,80.0,62.5,90.0,232.5
Colton Wells,M,SBD,Raw,MR-T2,74,-125.0,85.0,-137.5,-177.5
Joshua Vanderheijden,M,SBD,Raw,Open,83,175.0,115.0,200.0,490.0
Victoria Neill,F,SBD,Raw,FR-O,57,65.0,50.0,97.5,212.5
Louise Edwards #1,F,SBD,Single-ply,Masters 1,52,125.0,67.5,135.0,327.5
Ken Christianson,M,SBD,Raw,MR-O,93,161.0,113.4,215.5,489.9
Carlton Wan,M,SBD,Raw,MR-O,66,157.5,95.0,220.0,472.5
Gareth Doody,M,SBD,Raw,MR-O,83,152.5,-110.0,-182.5,-140.0
Pascale Mercier,F,SBD,Raw,Juniors,69,145.0,-90.0,160.0,215.0
Nathan Roy,M,SBD,Raw,Sub-Juniors,83,-162.5,125.0,175.0,137.5
Thor Kessinger,M,SBD,Raw,MR-T2,105,-167.5,-102.5,182.5,-87.5
Clint Sanders,M,SBD,Raw,MR-O,105,180.0,135.0,225.0,540.0
Golap Beena,F,SBD,Single-ply,Masters 2,67.5,60.0,30.0,80.0,170.0
Paula Bruns,F,SBD,Raw,Open,69,95.0,57.5,115.0,267.5
Hunter Birozy,M,SBD,Raw,MR-G,83,190.0,105.0,220.0,515.0
Michael Nielsen,M,SBD,Raw,Teen 14-18,105,-147.5,110.0,195.0,157.5
Lucas Raki,M,SBD,Raw,Sub-Juniors,59,60.0,65.0,-100.0,25.0
Elyse Morton,F,SBD,Raw,Masters 1,84+,-85.0,55.0,95.0,65.0
David Farrar,M,SBD,Raw,Open,83,190.0,110.0,230.0,530.0
Mac Macdonald,M,SBD,Raw,MR-Jr,83,160.0,95.0,165.0,420.0
Taina Nuutinen-Kallio,F,SBD,Raw,Masters 1,84,130.0,62.5,152.5,345.0
Michael Nguyen #10,M,SBD,Raw,MR-Jr,83,205.0,135.0,207.5,547.5
Nikolay Zherdev,M,SBD,Single-ply,Open,66,140.0,115.0,170.0,425.0
Marian Piwowarczyk,M,SBD,Raw,Seniorzy,66,100.0,90.0,140.0,330.0
Andre Henriksen,M,SBD,Single-ply,Teen 14-18,100,125.0,72.5,150.0,347.5
Gena Doyle,F,SBD,Raw,FR-M1a,84+,102.1,45.4,120.2,267.7
Andreas Torgrimsen,M,SBD,Raw,Teen 14-18,93,140.0,80.0,150.0,370.0
Chris Nguyen,M,SBD,Raw,MR-Jr,67.5,-165.0,92.5,185.0,112.5
JoJo Moke,F,SBD,Raw,Juniors,84+,110.0,60.0,130.0,300.0
Amy I'Anson,F,SBD,Raw,Open,84,122.5,75.0,155.0,352.5
Anthony Guarracino,M,SBD,Raw,MR-Jr,74,187.5,107.5,-210.0,85.0
Kenneth Hagen,M,SBD,Raw,Open,93,217.5,150.0,225.0,592.5
Benjamin Motl,M,SBD,Raw,MR-Jr,93,207.5,-142.5,-265.0,-200.0
Morgan Gladden,F,SBD,Raw,Open,84,152.5,85.0,160.0,397.5
Truls Kristensen,M,SBD,Raw,Masters 70+,120,110.0,110.0,150.0,370.0
Dene Lombaard,F,SBD,Raw,FR-Sj,69,75.0,35.0,107.5,217.5
Ahmadian Ashkan,M,SBD,Single-ply,Sub-Juniors,75,180.0,110.0,200.0,490.0
Miriam Sinclair,F,SBD,Raw,Masters 3,57,70.0,50.0,105.0,225.0
Oleg Chamidrak,M,SBD,Raw,Open,105,235.0,150.0,255.0,640.0
Gumendra Shewdas,M,SBD,Single-ply,M-J,53,180.0,80.0,190.0,450.0
Olivia Kyösti,F,SBD,Raw,Under 20,47,97.5,55.0,105.0,257.5
Matt Voice,M,SBD,Raw,Open,74,-160.0,110.0,180.0,130.0
Cade Buysse,M,SBD,Raw,MR-O,93,185.0,132.5,220.0,537.5
Michael Walker #1,M,SBD,Raw,MR-O,105,222.5,137.5,252.5,612.5
Allen Whigham,M,SBD,Single-ply,M-O,56,182.5,90.0,192.5,465.0
Emma Kesterton,F,SBD,Raw,FR-M1,69,115.0,55.0,150.0,320.0
J. Cunha,M,SBD,Single-ply,Teen 16-17,90,137.5,90.0,-162.5,65.0
浅井 陽一,M,SBD,Single-ply,Open,56,90.0,85.0,110.0,285.0
Loic Chiang,M,SBD,Raw,Sub-Juniors,74,200.0,145.0,225.0,570.0
Briana Freed-Smith,F,SBD,Raw,F-C-U23,63,65.0,40.0,95.0,200.0
藤田 悠介,M,SBD,Raw,Open,66,145.0,92.5,160.0,397.5
Luka Ivić,M,SBD,Raw,Juniors,105,172.5,97.5,215.0,485.0
Jana Greiner,F,SBD,Raw,Open,63,125.0,67.5,140.0,332.5
Antonio Carrasco Álvarez,M,SBD,Raw,SNR,74,165.0,117.5,200.0,482.5
Steve Ogunfemi,M,SBD,Raw,MR-M2,83,200.0,90.0,210.0,500.0
Nahel Baali,M,SBD,Raw,Open,83,-220.0,160.0,262.5,202.5
Jason Jones #1,M,SBD,Raw,MR-T1,105,135.0,62.5,190.0,387.5
Alexander Vest,M,SBD,Raw,M-C-Open,105,190.0,132.5,245.0,567.5
James Tumbali,M,SBD,Raw,MR-O,93,235.0,180.0,255.0,670.0
Manon Audouard,F,SBD,Raw,Juniors,57,70.0,50.0,80.0,200.0
Mary Boyle,F,SBD,Raw,F-O,63,110.0,52.5,145.0,307.5
Christopher Huong,M,SBD,Raw,MR-Jr,74,145.0,-95.0,180.0,230.0
John O'Neill,M,SBD,Raw,MR-Sj,105,-145.0,85.0,200.0,140.0
Derek D'Eon,M,SBD,Raw,Juniors,105,190.0,125.0,205.0,520.0
Thorsten Thenhart,M,SBD,Single-ply,Masters 1,105,-275.0,190.0,235.0,150.0
Jelly Barr,F,SBD,Raw,FR-HS,52,75.0,32.5,85.0,192.5
Ellie Nilsson,F,SBD,Raw,Open,84+,90.0,42.5,132.5,265.0
Ethan Vang,M,SBD,Raw,MR-V,83,165.0,102.5,167.5,435.0
Lewis Thomson,M,SBD,Raw,MR-O,83,145.0,105.0,145.0,395.0
Dillon Davis #4,M,SBD,Raw,MR-O,93,142.5,92.5,185.0,420.0
Shiyu Lin,M,SBD,Raw,MR-Jr,105,240.0,170.0,260.0,670.0
Alexey Sorokin,M,SBD,Single-ply,Open,83,345.0,225.0,290.0,860.0
Ludwig Werner,M,SBD,Raw,Masters 4,59,-90.0,70.0,130.0,110.0
Glenn Murphy,M,SBD,Single-ply,Open,52,130.0,77.5,147.5,355.0
Dominic Parrera,M,SBD,Raw,Junior,93,202.5,122.5,225.0,550.0
Elis Bradshaw,F,SBD,Raw,FR-O,76,147.5,80.0,157.5,385.0
Dominik Pahl,M,SBD,Single-ply,Open,120+,370.0,-265.0,290.0,395.0
Malea Stukenholtz,F,SBD,Raw,FR-Jr,84,72.5,55.0,90.0,217.5
Johanna Mona,F,SBD,Raw,Juniors 19-23,76,95.0,67.5,135.0,297.5
Geir Arne Giseth,M,SBD,Single-ply,Masters 40-49,125+,220.0,170.0,270.0,660.0
Jiya Sharma,F,SBD,Raw,Sub-Juniors,84+,50.0,35.0,60.0,145.0
David W. Morgan,M,SBD,Raw,MR-M3a,90,137.5,125.0,197.5,460.0
Fernando Santos,M,SBD,Raw,Novice,93,175.0,115.0,200.0,490.0
Deanna Larrabee,F,SBD,Single-ply,F-O,72,-65.0,-42.5,65.0,-42.5
Ralf Gierz,M,SBD,Single-ply,Open,125+,340.0,230.0,300.0,870.0
Jon Kennedy,M,SBD,Single-ply,M-M1,120+,197.5,162.5,185.0,545.0
Nathan Hazlett,M,SBD,Raw,MR-V,74,90.0,72.5,135.0,297.5
Yevgeny Birun,M,SBD,Single-ply,Juniors,100,270.0,155.0,305.0,730.0
Miles Selelo,M,SBD,Raw,MR-Sj,83,155.0,95.0,185.0,435.0
Günter Icks,M,SBD,Single-ply,Open,60,190.0,100.0,200.0,490.0
Dmitry Inzarkin,M,SBD,Single-ply,Open,93,340.0,260.0,307.5,907.5
Leon Koschnik,M,SBD,Single-ply,Juniors,82.5,240.0,150.0,235.0,625.0
Henning Meyer,M,SBD,Single-ply,Open,82.5,165.0,145.0,160.0,470.0
Julie Adams,F,SBD,Raw,FR-M1,63,122.5,-65.0,147.5,205.0
Ashlee Grisham,F,SBD,Single-ply,F-O,52,80.0,-37.5,80.0,122.5
Bradley Caffell,M,SBD,Raw,Juniors,83,125.0,77.5,140.0,342.5
Savannah Stone,F,SBD,Raw,FR-O,76,120.0,-67.5,140.0,192.5
Angelly Patricia Aroca Valdes,F,SBD,Raw,Juniors,63,100.0,-40.0,130.0,190.0
Giovvana Alejandra González Ortega,F,SBD,Raw,Open,69,55.0,40.0,85.0,180.0
小林 優子,F,SBD,Single-ply,Open,60,105.0,65.0,125.0,295.0
Caleb Motsinger,M,SBD,Raw,MR-T3,90,175.0,107.5,-210.0,72.5
Lea Žunić,F,SBD,Raw,Juniors,57,82.5,52.5,115.0,250.0
Maria Hakulinen,F,SBD,Raw,Open,63,115.0,77.5,135.0,327.5
Spenser Souza,M,SBD,Raw,MR-O,93,185.0,-102.5,217.5,300.0
Krisztián Lukács,M,SBD,Raw,Masters 1,120,180.0,140.0,200.0,520.0
Martin Skauen,M,SBD,Raw,Open,105,185.0,105.0,212.5,502.5
Rhys Painter,M,SBD,Raw,Open,120,160.0,130.0,200.0,490.0
Gus Lecher,M,SBD,Raw,MR-T3,120,190.0,125.0,235.0,550.0
Saverio Petrillo,M,SBD,Raw,Sub-Junior,74,180.0,102.5,235.0,517.5
Romane Lion,F,SBD,Raw,Seniors,57,115.0,55.0,135.0,305.0
Kerim Degachi,M,SBD,Single-ply,Open,120+,-280.0,180.0,-275.0,-375.0
Gil Francisco García,M,SBD,Raw,M2,105,-160.0,100.0,170.0,110.0
Aušrinė Skučaitė,F,SBD,Raw,Sub-Junior,57,70.0,35.0,75.0,180.0
Jasmine Nautel,F,SBD,Raw,FR-T2,47,82.5,42.5,85.0,210.0
Bryan Oneil Plaza,M,SBD,Raw,MR-O,93,172.5,120.0,192.5,485.0
Javad Javadifar,M,SBD,Single-ply,Open,105,315.0,190.0,290.0,795.0
Janne Kreuter Bruhn-Henriksen,F,SBD,Raw,Masters 50-59,69,95.0,70.0,125.0,290.0
Hanna Wahl,F,SBD,Single-ply,Teen 14-18,72,135.5,75.5,120.0,331.0
Henryk Sulik,M,SBD,Raw,Masters 3,93,140.0,100.0,180.0,420.0
Christopher Lambert,M,SBD,Raw,Junior,93,162.5,92.5,172.5,427.5
Eddy Pengelly,M,SBD,Single-ply,Open,67.5,250.0,140.0,255.0,645.0
Jarren Chan,M,SBD,Raw,Sub Junior,66,145.0,100.0,190.0,435.0
池村 正樹,M,SBD,Raw,Masters 1,59,120.0,105.0,160.0,385.0
Roger Hamilton-Smith,M,SBD,Raw,M-C-Open,74,160.0,105.0,210.0,475.0
Hayley Widman,F,SBD,Raw,FR-Jr,84,97.5,47.5,132.5,277.5
Steven Holtzman,M,SBD,Raw,MR-O,83,192.5,110.0,202.5,505.0
William Howard,M,SBD,Raw,MR-O,74,145.0,-105.0,152.5,192.5
Kevin Lousen,M,SBD,Raw,Open,93,205.0,127.5,257.5,590.0
Geir Andre Stubberud,M,SBD,Single-ply,Teen 14-18,90,147.5,97.5,177.5,422.5
Taneli Asikainen,M,SBD,Raw,Open,74,120.0,100.0,160.0,380.0
Valeriya Yaragina,F,SBD,Single-ply,Open,63,200.0,-127.5,190.0,262.5
Roland Desjatski,M,SBD,Raw,Open,83,230.0,130.0,290.0,650.0
Nikolay Kovtun,M,SBD,Single-ply,Masters 3,75,150.0,-67.5,160.0,242.5
Ulric Gill,M,SBD,Single-ply,Masters 1,75,-227.5,122.5,227.5,122.5
Kevin Nilles,M,SBD,Raw,Open,74,155.0,85.0,210.0,450.0
Brad Gillingham,M,SBD,Single-ply,Open,125+,-352.5,260.0,352.5,260.0
Nicklas Haddad,M,SBD,Raw,MR-O,74,185.0,125.0,230.0,540.0
山中 涼平,M,SBD,Raw,High School,59,105.0,75.0,145.0,325.0
Hriday Dutt,M,SBD,Raw,MR-O,59,92.5,-65.0,130.0,157.5
Denzel Scott,M,SBD,Single-ply,M-T3,125+,-265.0,157.5,220.0,112.5
Jorma Ollikainen,M,SBD,Raw,Over 50,83,150.0,100.0,210.0,460.0
Stewart Breeding,M,SBD,Raw,MR-M,83,190.0,110.0,227.5,527.5
Massimo Primativo,M,SBD,Single-ply,Senior,83,265.0,165.0,265.0,695.0
Jasmyn Seay,F,SBD,Raw,FR-Jr,72,-175.0,110.0,190.0,125.0
Rochelle Oldfield,F,SBD,Raw,FR-O,84+,92.5,57.5,115.0,265.0
Jordan Tallis,M,SBD,Raw,Open,105,235.0,150.0,260.0,645.0
Elzani Moulder,F,SBD,Raw,Open,84,135.0,-75.0,170.0,230.0
Trine Øgaard Bagger,F,SBD,Single-ply,Open,52,150.0,97.5,172.5,420.0
Václav Primus,M,SBD,Single-ply,Masters 4,105,115.0,90.0,160.0,365.0
Jacob Dallaire,M,SBD,Raw,Sub-Juniors,83,220.0,117.5,230.0,567.5
Damiano Capraro,M,SBD,Raw,Open,83,-150.0,95.0,175.0,120.0
Benjamin Kusin,M,SBD,Raw,MR-G,83,102.5,67.5,147.5,317.5
Dylan Watson,M,SBD,Raw,MR-Jr,93,182.5,100.0,190.0,472.5
